diameter,density,mass,vm,pressure,primary_flow,particle_feed,state,source_file,cluster,proportion_bouncing,proportion_oscillating,proportion_penetrating
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.001,800.0,4.18879e-07,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
0.002,800.0,3.35103e-06,0.15,1.8,0.2,0.25,penetrating,800kgm3_0.15vm_1.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,0.0,0.0,1.0
